epoch,train_loss,val_loss,val_acc,test_loss,test_acc,Lx,Lu,Lu2
0,1.4746144504770637,1.0190732719421387,0.68405,1.0144236195246379,0.68535,1.4654754103645682,0.320684497484006,0.8165530601292849
1,1.2455326908826827,0.9511073617935181,0.7022,0.9477446979840597,0.7055666666666667,1.2170186485350132,0.3805208703130484,0.5630534213781356
2,1.172685578726232,0.9274187788009643,0.71305,0.9277021287282308,0.71445,1.1259314889386296,0.3737635411843657,0.505481790676713
3,1.1484599314033985,0.9441314777374268,0.70805,,,1.0824429441839456,0.37833217649161816,0.4734584503918886
4,1.15497696595639,0.9249847524642945,0.7141,0.9191511629422505,0.7154666666666667,1.0737189020402729,0.361378175213933,0.4432282418012619
5,1.143268242880702,0.8948123332977295,0.72295,0.8887169771830241,0.7244666666666667,1.0440171809718013,0.3610654561519623,0.41928364128246903
6,1.1093101909086107,0.8907440761566162,0.726,0.8824800389925639,0.7283166666666666,0.9967663216739893,0.34632113360613587,0.3938469785228372
7,1.117489004716277,0.8968786175727844,0.72255,,,0.9859251801073551,0.35088878428190945,0.3778660082295537
8,1.1633650232553483,0.8790711284637451,0.7233,,,1.0116503689065575,0.35688360066711905,0.37386376686021683
9,1.1617036823183298,0.8779265913009644,0.7279,0.8716447615623474,0.7309333333333333,0.9929902461208403,0.35513527727872135,0.36317417115624995
10,1.1357491121888161,0.8995906070709229,0.7253,,,0.9513807356059552,0.35122568786889313,0.33669301225617526
11,1.0856731831878423,0.9077781946182251,0.72075,,,0.8881922300159931,0.3434877949915826,0.3092179694976658
12,1.1264989446550608,0.8825810256958008,0.73255,0.8772866949399313,0.73475,0.9094441479183734,0.34718622256070375,0.309654894085601
13,1.1272819040566682,0.9268193395614625,0.72855,,,0.8943075169920921,0.34518904527276756,0.29368121150042864
14,1.111177055582404,0.9031436863899232,0.7304,,,0.8703460713364184,0.332230298936367,0.28169010176416487
15,1.1304943662434817,0.8825144281387329,0.73185,,,0.8708530664034188,0.3350787025988102,0.26853300479240716
16,1.1147372619956732,0.9077281688690185,0.73225,,,0.8361018668077886,0.3377979027554393,0.2747939516790211
17,1.1218104044795036,0.9050185598373414,0.73165,,,0.8275631935000419,0.33615643046051263,0.26087669007247316
18,1.1105575830191374,0.9203629715919495,0.7328,0.912529055817922,0.73455,0.8098451104294508,0.3250222070105374,0.2472202657625894
19,1.0885874285697936,0.9190092186927795,0.7351,0.90847677637736,0.73765,0.7782826063297689,0.31831991448253394,0.22627564539236483
