epoch,train_loss,val_loss,val_acc,test_loss,test_acc,Lx,Lu,Lu2
0,1.3029670386612415,0.11433255790812628,0.9840714285714286,0.11840322706188475,0.9826285714285714,1.2941638108789921,0.38409647762775423,0.725352022992447
1,0.7830797700434923,0.06849552799548421,0.9865,0.07398823834317071,0.9851428571428571,0.7722514517605304,0.15023826953954994,0.22005317025631665
2,0.7128856409490109,0.05576350817297186,0.9872142857142857,0.06254535857098444,0.9861142857142857,0.7009167779386044,0.09566280393488705,0.11706403990252875
3,0.6972921395897865,0.06962969246080944,0.9864642857142857,,,0.6834832454919815,0.07904777890723198,0.07784710274077952
4,0.6999630284067243,0.05156253886435713,0.9873928571428572,0.05615855492779187,0.9866428571428572,0.6809348944914527,0.08470622240845115,0.07237216345674824
5,0.6903830360770226,0.06606092292496137,0.9857857142857143,,,0.6711873687207699,0.06951401906413958,0.06747473139161593
6,0.6869862606525421,0.05257275493230139,0.9871785714285715,,,0.6650920837819576,0.06742945797555149,0.05947534653404728
7,0.6754090369343758,0.06616918219200202,0.9861428571428571,,,0.6538345365822316,0.0576588623248972,0.0490356047450041
8,0.6761759039014578,0.06912766362088067,0.9862142857142857,,,0.652653440117836,0.05529070413368754,0.04508412325308746
9,0.6813528828024864,0.0697357691185815,0.9848214285714286,,,0.6557561068534851,0.053998265724861993,0.049387295975509914
10,0.6740762853622436,0.05076838339865208,0.9881071428571429,0.05408846567698888,0.9881,0.6476181191951036,0.050371007063193245,0.043381448628235376
11,0.6650212542694062,0.058379015917224546,0.9867142857142858,,,0.6380138674979098,0.04703458325145766,0.03872103081777459
12,0.6746851342320442,0.05454160007408687,0.9869642857142857,,,0.6441851467043161,0.04875282051227987,0.043930251808080356
13,0.6768642385751009,0.05448874342654433,0.9875,,,0.6479612112492323,0.042820430384716016,0.03988699998059019
14,0.6802949225902557,0.054024610550275874,0.9863214285714286,,,0.6464293768703937,0.046730770332971586,0.03957114102599735
15,0.6727930320501327,0.05317072785113539,0.9867857142857143,,,0.6404487613737583,0.04177002596249804,0.03657108991165296
16,0.6728180232346058,0.05750737966809954,0.9851071428571428,,,0.6399228982627392,0.03988906817487441,0.03470604306169844
17,0.6675536803305149,0.05078247375626649,0.98775,,,0.635133347272873,0.037054923354880885,0.03110740923697267
18,0.6675524782240391,0.04932043444365263,0.9879285714285714,,,0.6351795264780521,0.03498519775690511,0.03385468879778909
19,0.6593442598879338,0.052931774943002635,0.9882142857142857,0.057097080308411804,0.9874714285714286,0.6261720028668643,0.0340497886033263,0.027234714097630786
