epoch,train_loss,val_loss,val_acc,test_loss,test_acc,Lx,Lu,Lu2
0,1.8422535608410835,1.1228580148696898,0.67065,1.1105896727879843,0.6746666666666666,1.831549022436142,0.35804500327259303,1.1222291931211947
1,1.4206061110496522,1.020129866218567,0.6959,1.0173969811121624,0.6957833333333333,1.3893716775774956,0.4207564202696085,0.7186692302525044
2,1.289959388256073,1.0217724634170533,0.69405,,,1.244971972823143,0.3617832084521651,0.601250430598855
3,1.2139776592552662,1.0127238208770752,0.69705,1.0068181854248046,0.6980333333333333,1.1544638900160789,0.3404962035268545,0.5129869065359235
4,1.143281315177679,1.0544891396522522,0.68435,,,1.0696991425454616,0.3271377046890557,0.4501827779263258
5,1.1027483944296836,1.0818698299407958,0.69365,,,1.0142537151277065,0.32193201866745946,0.4075873384475708
6,1.0568848248422147,1.0822979784011841,0.6961,,,0.9541333320736886,0.3162566993385553,0.3821734385639429
7,1.0311426636278629,1.123044201850891,0.6955,,,0.9229624933600425,0.28888705259561537,0.35593165527284143
8,1.0242474290430545,1.1382075574874877,0.696,,,0.9037645863592625,0.2836460982300341,0.3428761770874262
9,1.0129052028357983,1.1234885013580322,0.6983,1.1165892882664998,0.7020333333333333,0.8825091846734285,0.2745126215592027,0.3358616968728602
10,0.9875323251187801,1.1489144912719726,0.70125,1.1438748210906982,0.70485,0.8507943124473095,0.26040841746143994,0.31237963897734883
11,0.970194877743721,1.1850597133636476,0.70545,1.1793454250335693,0.7074833333333334,0.8218711804300547,0.2578789903689176,0.3054756853096187
12,0.98713181874156,1.15958624458313,0.69665,,,0.8300152433812619,0.25130877166241405,0.3073811877258122
13,0.9773454912900925,1.283773183441162,0.69715,,,0.8146034358590841,0.2411122127082199,0.30244570872932675
14,0.9745359456539154,1.2699062076568604,0.6995,,,0.8043921849578619,0.2347576531516388,0.28862584513425826
15,0.9600727983117103,1.2566037252426148,0.7011,,,0.7827538710534573,0.22888093885034322,0.27593699778616426
16,0.9829858214259147,1.2535649543762206,0.70115,,,0.7962770412862301,0.22637045940943062,0.28615669994801285
17,0.9722490341067315,1.3049227615356445,0.6989,,,0.7822284219115972,0.21723139837570488,0.2720650801640004
18,0.9778683651313186,1.338954090499878,0.7042,,,0.7831486189477146,0.2106308753648773,0.2672325872704387
19,0.9912112492918969,1.2521738471984862,0.7032,,,0.7845205967873334,0.21197333855368197,0.2655711790807545
