epoch,train_loss,val_loss,val_acc,test_loss,test_acc,Lx,Lu
0,0.2809827054877921,0.6085280055999756,0.82675,0.564087521533966,0.83984,0.2809827054877921,0.4086853402496005
1,0.10854853338251512,0.4238802449703217,0.8545,0.39583259790420533,0.86232,0.024987898112740367,0.46422573298215863
2,0.13841670838495096,0.4209479398727417,0.86775,0.39146743967056274,0.873,0.012982004924366871,0.34842971776922543
3,0.19412897917131583,0.4966935224533081,0.8685,0.44972486805915834,0.87596,0.010768999218125828,0.3395555051664511
4,0.23853394309679668,0.4207463631629944,0.8825,0.3845265424537659,0.88632,0.007095396412381281,0.32144241318106653
5,0.2777684378127257,0.44223382949829104,0.87225,0.3845265424537659,0.88632,0.0055436142669835434,0.3024720316628615
6,0.2549073919157187,0.47357386350631714,0.87675,0.3845265424537659,0.88632,0.002466954102468056,0.2804893825948238
7,0.24985731273889542,0.45333909463882444,0.87975,0.3845265424537659,0.88632,0.0017359241582259226,0.2756904385735591
8,0.23592039994895458,0.4764179320335388,0.88275,0.4407459807395935,0.89012,0.0017940972797805444,0.2601403432091077
9,0.22580304463704426,0.5208529052734375,0.8815,0.4407459807395935,0.89012,0.0017837496543264327,0.24891033329069615
10,0.21420654810965062,0.4955931429862976,0.88025,0.4407459807395935,0.89012,0.0013132665158870319,0.2365480969597896
11,0.19275266107171773,0.46879540491104127,0.88675,0.42454870682716367,0.89476,0.0013063937617698684,0.2127180806795756
12,0.18824739125867684,0.5463763670921326,0.882,0.42454870682716367,0.89476,0.0012577853570110164,0.207766233086586
13,0.16347191425661245,0.49754073667526244,0.89025,0.4648119106864929,0.8942,0.0009824638010468333,0.180543838540713
14,0.15551095043619473,0.488821325302124,0.88675,0.4648119106864929,0.8942,0.0007503686305426527,0.17195620675881704
15,0.14528852555900812,0.44590348529815677,0.885,0.4648119106864929,0.8942,0.0006836418212818292,0.16067209708193939
16,0.13055584310243526,0.43200442790985105,0.89,0.4648119106864929,0.8942,0.0006262514614112054,0.14436621613800527
17,0.12144961417342226,0.5102993607521057,0.882,0.4648119106864929,0.8942,0.0007119185040937736,0.13415299889321128
18,0.12316278630246719,0.49810095643997193,0.88725,0.4648119106864929,0.8942,0.001555107813910581,0.13511964595566192
19,0.10438656456768512,0.5046146421432495,0.8855,0.4648119106864929,0.8942,0.000783517845896616,0.11511449906043708
