epoch,train_loss,val_loss,val_acc,test_loss,test_acc,Lx,Lu,Lu2
0,1.3465953050255774,0.1437930600472859,0.9789642857142857,0.14891302272081375,0.9775428571428572,1.337785357862711,0.37213090308755636,0.7562013988122344
1,0.7903816190734506,0.06940559337394578,0.9879285714285714,0.07469672830275127,0.9874285714285714,0.7795307819619774,0.1505213788487017,0.22511515753157438
2,0.7377221594154835,0.08624472689628601,0.9847142857142858,,,0.7247988120466471,0.10417664944194258,0.12584584554750472
3,0.715501649826765,0.059930470717804774,0.9874285714285714,,,0.7005609500408173,0.08595814322866499,0.09065969481226056
4,0.7107078045904637,0.0788871955360685,0.9849285714285714,,,0.6946150818169117,0.07152433908265084,0.07142904252905283
5,0.7083090196549893,0.04226927576320512,0.9897142857142858,0.04705028861165047,0.9894,0.6888414104729891,0.07110519550275057,0.06763323643058539
6,0.6973516253679991,0.07482626091156687,0.9895,,,0.6751845712065697,0.06843700156547129,0.06356688132207637
7,0.7051206780672074,0.052559149610144754,0.9877142857142858,,,0.6799970316588879,0.06689497471321375,0.06017424589219445
8,0.6872669326215982,0.04304786033289773,0.9894285714285714,,,0.6622229153215885,0.058892458855640144,0.057764708474860524
9,0.7134125709235668,0.04498013531735965,0.9890714285714286,,,0.683893149137497,0.062219463701825586,0.05613929579060641
10,0.7033997728675604,0.04039667336855616,0.9897857142857143,0.044975712806837896,0.9889571428571429,0.6752872757613659,0.05350837154127657,0.04893470910456381
11,0.7052750360518694,0.06505513885617256,0.9891785714285715,,,0.6747825150638819,0.05306889316230081,0.049296765291384874
12,0.693036637455225,0.038540942375149045,0.9910714285714286,0.04339481444741999,0.9899714285714286,0.6617372486889362,0.050036970297340305,0.04302920636444469
13,0.6883714546710252,0.043770831250718664,0.9904642857142857,,,0.657633661672473,0.04552440974023193,0.0441520866190549
14,0.7004181892126798,0.042594435753566876,0.9904642857142857,,,0.6666300005167722,0.046634617079747843,0.038874593050415567
15,0.6814688820242881,0.03835757043531963,0.99075,,,0.6467787605673074,0.04474581800727174,0.0375429765646295
16,0.6879208612889052,0.04031692076367991,0.9906785714285714,,,0.6515575769543648,0.04409862729907036,0.037304299148585414
17,0.6898043326884508,0.04579835217339652,0.9902142857142857,,,0.6521709539592266,0.042898291306803005,0.03899561091919895
18,0.7052654254063964,0.03854514236748219,0.9903571428571428,,,0.663985607367009,0.04465306348260492,0.04294776752918097
19,0.6795580581873655,0.03658778425306082,0.9909285714285714,,,0.6420556196421385,0.038448380118468774,0.03176491873237501
