epoch,train_loss,val_loss,val_acc,test_loss,test_acc,Lx,Lu
0,0.5057363086876769,0.05832852529415063,0.9875,0.06301262672969273,0.9862857142857143,0.5057363086876769,0.08183223352146646
1,0.0673154082087179,0.04663660709985665,0.9890357142857142,0.05119727693285261,0.9873714285714286,0.05060121482238174,0.0928566252552749
2,0.09296034862132121,0.052257921636104585,0.9870714285714286,0.05119727693285261,0.9873714285714286,0.06365610151629274,0.08140068236466808
3,0.09641888689715415,0.03974243313712733,0.9909642857142857,0.04387814727383001,0.9894857142857143,0.05840415987651795,0.07039763969834895
4,0.07245599479026471,0.04651239059120417,0.9891785714285715,0.04387814727383001,0.9894857142857143,0.02868810390199845,0.060788734789045215
5,0.09360813851778706,0.03600895499757358,0.9912857142857143,0.04002128621169499,0.9901285714285715,0.036235095009518166,0.06374782801314723
6,0.07489537388163929,0.03941862223190921,0.9910357142857142,0.04002128621169499,0.9901285714285715,0.030862708061079804,0.04892518537992146
7,0.08453383517451585,0.04630310835157122,0.9875,0.04002128621169499,0.9901285714285715,0.03609135934190514,0.05382497384707676
8,0.07808020048929999,0.0396487971331392,0.9909642857142857,0.04002128621169499,0.9901285714285715,0.032038326952218386,0.05115763839916326
9,0.08012212114408612,0.034980505700622284,0.9912857142857143,0.039503597340413504,0.9902857142857143,0.03495731168698209,0.05018312308214566
10,0.07264559910943111,0.039331280508211684,0.9900714285714286,0.039503597340413504,0.9902857142857143,0.030821088620383914,0.046471679394405024
11,0.06090961135535811,0.03626067339203187,0.99125,0.039503597340413504,0.9902857142857143,0.02363360337136934,0.04141778734175508
12,0.07163052566349506,0.036541225413126606,0.9914285714285714,0.03993835011805807,0.9904857142857143,0.029406189538228013,0.04691593039688693
13,0.07294797085613633,0.0389334693604282,0.9901428571428571,0.03993835011805807,0.9904857142857143,0.03310123344359454,0.0442741537456944
14,0.07373855852910007,0.03614741011602538,0.9910714285714286,0.03993835011805807,0.9904857142857143,0.03652046315857054,0.04135344045062084
15,0.06647039851484199,0.038688315219112805,0.9901071428571429,0.03993835011805807,0.9904857142857143,0.028900883687698904,0.04174390683901341
16,0.06984972891863435,0.03631119431768145,0.9911428571428571,0.03993835011805807,0.9904857142857143,0.034324092148259905,0.03947293021910203
17,0.0589878207379176,0.036525006694453105,0.9913571428571428,0.03993835011805807,0.9904857142857143,0.022351869198610076,0.04070661391810669
18,0.05118120136205107,0.03525986615781273,0.9919285714285714,0.037293481891070096,0.9910714285714286,0.01728595579993756,0.0376613848352766
19,0.06126831618370488,0.03481737681265388,0.9916071428571429,0.037293481891070096,0.9910714285714286,0.023426506526884622,0.04204645611471885
