epoch,train_loss,val_loss,val_acc,test_loss,test_acc,Lx,Lu,Lu2
0,0.9367738541662693,0.38532490921020507,0.87725,0.3974767147239886,0.8747368421052631,0.9331806314140558,0.14630848054215312,0.25144579423218966
1,0.7682170774787664,0.3529670352935791,0.887375,0.3676175330814562,0.8826315789473684,0.7607768711000681,0.10019410442002118,0.12809709549881518
2,0.7343002093024552,0.33993653082847597,0.8895,0.3542864209727237,0.8867105263157895,0.7234044781662524,0.08742377157509328,0.11611419402994215
3,0.7175781699717045,0.3197537486553192,0.8965,0.3293313230652558,0.8939473684210526,0.7034082976132632,0.08119711151439697,0.09839226426091045
4,0.7045601632297039,0.3524413478374481,0.8925,,,0.687620438888669,0.07545435730926693,0.09384185626637191
5,0.6875519640110433,0.3084531569480896,0.902875,0.3256500632198233,0.9018421052631579,0.6680234563555568,0.07094520943611861,0.0802315892772749
6,0.6908245280012488,0.30212252187728883,0.89725,,,0.6680274356007576,0.07004237858112901,0.08060503348149359
7,0.6586320576351136,0.30932473635673524,0.902,,,0.6342432749569415,0.06509979211445897,0.06418131507438375
8,0.6681096755079925,0.2914014127254486,0.898125,,,0.6395525274071843,0.06718481982592493,0.0697376575935632
9,0.6599459570236504,0.29198442792892454,0.902625,,,0.6299329270366579,0.06321639009099454,0.06233292704045016
10,0.648652196938172,0.3036719801425934,0.90575,0.30871671071178036,0.904342105263158,0.6166763475667685,0.06086310455529019,0.0596559398121899
11,0.6477760668192059,0.273927011013031,0.904625,,,0.6150108817517758,0.0570073762810789,0.05439338168676477
12,0.6348598218597472,0.2939003241062164,0.907,0.30270250031822604,0.9056578947368421,0.5998967694807797,0.05595388420904055,0.0535674244601978
13,0.6396204082593322,0.27532262086868287,0.90525,,,0.6011718134130352,0.05694480744889006,0.05131010869710008
14,0.6328672743327916,0.2956363091468811,0.908125,0.30203670310346703,0.905921052631579,0.5949369995114393,0.052386142642237246,0.04557620399419102
15,0.6311117478534579,0.3066859850883484,0.906375,,,0.5906130736917258,0.05222196905501187,0.04507056822124286
16,0.6295983134601265,0.27739226961135866,0.91175,0.2870977736460535,0.9101315789473684,0.5878566398750991,0.05062378822825849,0.04331589334594418
17,0.6165755658373236,0.31732382655143737,0.9115,,,0.5743849891405552,0.04823330081743188,0.03880632686011086
18,0.6073022222546861,0.293090039730072,0.912,0.3047066168094936,0.910921052631579,0.5665512218847871,0.04406824485911057,0.03294303538076929
19,0.6213181280717254,0.32216251516342165,0.912375,0.3373170366412715,0.9090789473684211,0.578563602603972,0.043846576844807715,0.035369197081105086
