epoch,train_loss,val_loss,val_acc,test_loss,test_acc,Lx,Lu
0,0.11298564092760595,1.0820858516693115,0.67,1.107899619278155,0.6688157894736843,0.11298564092760595,0.4757245351979509
1,0.04030827790498734,0.605143946647644,0.779125,0.623307706807789,0.7757894736842105,0.006042294168922429,0.19036656870196264
2,0.03250596724140147,0.559007541179657,0.799,0.5767332511826565,0.7913157894736842,0.003955128350062296,0.07930788237601519
3,0.03185210159358879,0.537274448633194,0.78325,0.5767332511826565,0.7913157894736842,0.0020744886484074716,0.055143725809951624
4,0.028987464727833867,0.6058813066482543,0.77175,0.5767332511826565,0.7913157894736842,0.0013840858504408971,0.03833802472489575
5,0.02431428049535801,1.2164951944351197,0.618,0.5767332511826565,0.7913157894736842,0.0008435795842281854,0.026078557178067664
6,0.02203510347676153,1.0550962224006653,0.646,0.5767332511826565,0.7913157894736842,0.0006442791750790396,0.02376758321809272
7,0.020404678844691566,0.756881432056427,0.700125,0.5767332511826565,0.7913157894736842,0.0003767845178663265,0.02225321639639636
8,0.019408359904773534,0.6920983004570007,0.71475,0.5767332511826565,0.7913157894736842,0.0004237043005559826,0.021094062283324697
9,0.01769683214680602,0.7530375566482544,0.66375,0.5767332511826565,0.7913157894736842,0.00030310082365758717,0.019326368646385768
10,0.018202220232536395,0.8432443008422852,0.626875,0.5767332511826565,0.7913157894736842,0.0002309840299615947,0.019968040670889118
11,0.018406090891609588,1.0040081567764283,0.634625,0.5767332511826565,0.7913157894736842,0.00022754932123158749,0.02019838002199928
12,0.022327523278072477,0.7094897837638855,0.717375,0.5767332511826565,0.7913157894736842,0.0004744586199861563,0.02428118355727444
13,0.020010608647329113,0.8673330430984497,0.629625,0.5767332511826565,0.7913157894736842,0.0001689743760895605,0.022046260883410773
14,0.01714732708564649,0.8885840263366699,0.651375,0.5767332511826565,0.7913157894736842,0.00015646508317634773,0.018878736096279075
15,0.022394705909925202,0.6559386959075928,0.735125,0.5767332511826565,0.7913157894736842,0.0006213647403152815,0.024192601921968163
16,0.019270387017168104,0.6966142950057983,0.720625,0.5767332511826565,0.7913157894736842,0.00017028887080717444,0.02122233180484424
17,0.018133417608526846,0.6899414491653443,0.71725,0.5767332511826565,0.7913157894736842,0.00017489709184398332,0.019953912341346344
18,0.018001103630910318,0.6021333384513855,0.775125,0.5767332511826565,0.7913157894736842,0.00012316872799904863,0.01986437260483702
19,0.01772703872527927,0.9646512532234192,0.659375,0.5767332511826565,0.7913157894736842,0.00011018675910842527,0.019574280474334956
