epoch,train_loss,val_loss,val_acc,test_loss,test_acc,Lx,Lu
0,0.30443673410918565,1.8606892993927002,0.5101,1.8249566248575846,0.5134333333333333,0.30443673410918565,0.6021717680254951
1,0.08807152144610882,1.59561101436615,0.58305,1.5739770905176798,0.5870666666666666,0.01124635069584474,0.4268064859807491
2,0.10222737761586904,1.4815857570648194,0.58525,1.4692512163162232,0.58945,0.007515190912410617,0.2630893967151642
3,0.12628878363966942,1.456388366317749,0.60725,1.4431575633366902,0.6121333333333333,0.004512561870040372,0.22551151245832443
4,0.1580802913531661,1.5640939208984375,0.5663,1.4431575633366902,0.6121333333333333,0.00358293953735847,0.21457964697480203
5,0.1878873933777213,1.4670115154266357,0.59075,1.4431575633366902,0.6121333333333333,0.0029052131734788418,0.20553576105833055
6,0.17136257047951223,1.533526579475403,0.6024,1.4431575633366902,0.6121333333333333,0.0020058064252953044,0.1881741879656911
7,0.16835633619874715,1.6359913705825806,0.5661,1.4431575633366902,0.6121333333333333,0.001871402623481117,0.1849832637310028
8,0.16718598837405443,1.802982876586914,0.5617,1.4431575633366902,0.6121333333333333,0.0018990990836173297,0.1836521040350199
9,0.1599943824186921,1.762263200378418,0.5674,1.4431575633366902,0.6121333333333333,0.0012754172208951787,0.17635441063344479
10,0.15827725165337325,1.5846697763442994,0.5717,1.4431575633366902,0.6121333333333333,0.0012453753896406851,0.17447986724972725
11,0.1549017856195569,1.8153063583374023,0.53935,1.4431575633366902,0.6121333333333333,0.0012328948259237222,0.17074321620166302
12,0.14885636849701406,1.7525902450561524,0.5334,1.4431575633366902,0.6121333333333333,0.0010413484700839035,0.16423891512304545
13,0.1530491503253579,1.7332707124710083,0.54635,1.4431575633366902,0.6121333333333333,0.0009570621601305902,0.16899121329933406
14,0.15232904540002346,1.7539942014694214,0.55185,1.4431575633366902,0.6121333333333333,0.0008572322209365665,0.1683020192012191
15,0.14297612515836955,1.7333432592391969,0.5524,1.4431575633366902,0.6121333333333333,0.0008109485509921796,0.15796131151169537
16,0.1461945770084858,1.6266164684295654,0.5788,1.4431575633366902,0.6121333333333333,0.0008562957590038423,0.16148698373883963
17,0.1429216389581561,1.7181708614349365,0.56375,1.4431575633366902,0.6121333333333333,0.0007859186463465449,0.15792858197540044
18,0.13334572051465512,1.8171802236557006,0.53515,1.4431575633366902,0.6121333333333333,0.0005810529918817337,0.14751630070060492
19,0.14116280584782362,1.9452633390426635,0.51145,1.4431575633366902,0.6121333333333333,0.0007559828100493178,0.15600758526474237
