epoch,train_loss,val_loss,val_acc,test_loss,test_acc,Lx,Lu
0,0.3033763766242191,1.8071313335418702,0.5257,1.7757852460861205,0.5290333333333334,0.3033763766242191,0.6771092120502145
1,0.13801909414678812,1.4800663766860962,0.594,1.465701028505961,0.5974166666666667,0.016589084595441818,0.40476668214797973
2,0.16155741201341153,1.457950074005127,0.6134,1.4488616234461467,0.6170833333333333,0.008991033246740698,0.254277287080884
3,0.20620288471877574,1.3015715450286864,0.63335,1.2942632970809937,0.6376,0.0056641373625025155,0.22282083617150783
4,0.1902744384109974,1.4358515552520752,0.6251,1.2942632970809937,0.6376,0.0037064427444711326,0.20729777877032757
5,0.18569791302084923,1.3431221193313598,0.63185,1.2942632970809937,0.6376,0.002867700783768669,0.20314468601346017
6,0.1767058012112975,1.475335866355896,0.59905,1.2942632970809937,0.6376,0.002109522220562212,0.1939958703070879
7,0.17199264892935753,1.53382359790802,0.60125,1.2942632970809937,0.6376,0.001833669824700337,0.18906553675979376
8,0.17047333182394506,1.4167198356628419,0.6125,1.2942632970809937,0.6376,0.0015073561316821724,0.1877399772554636
9,0.17096593962609768,1.447432700920105,0.6087,1.2942632970809937,0.6376,0.0013346019501332194,0.1884792683273554
10,0.16628698412328957,1.5289538722991944,0.58895,1.2942632970809937,0.6376,0.0013271191774983891,0.18328874376416207
11,0.15777540823817254,1.5093802690505982,0.60515,1.2942632970809937,0.6376,0.001017968268832192,0.174174937851727
12,0.15262287075817585,1.5346898569107055,0.5933,1.2942632970809937,0.6376,0.000909408071252983,0.16857051856070757
13,0.15419492287933825,1.6644966903686524,0.5766,1.2942632970809937,0.6376,0.0010835759145556949,0.17012372283637522
14,0.15294270948320626,1.621330364227295,0.5693,1.2942632970809937,0.6376,0.0011459102057269775,0.16866311509907245
15,0.14744050719588994,1.6879593132019044,0.561,1.2942632970809937,0.6376,0.000862951735209208,0.16286395478993654
16,0.14271564542502166,1.7437471475601196,0.5632,1.2942632970809937,0.6376,0.0013548370437929406,0.15706756865233182
17,0.13721642949432133,1.6934731246948243,0.57515,1.2942632970809937,0.6376,0.0007607139087631367,0.15161746555566788
18,0.13812767654657365,1.794135355758667,0.5579,1.2942632970809937,0.6376,0.0006980037489556707,0.15269964012503623
19,0.1443650443851948,1.4833855211257934,0.58865,1.2942632970809937,0.6376,0.00104953612270765,0.15923945765197278
