epoch,train_loss,val_loss,val_acc,test_loss,test_acc,Lx,Lu,Lu2
0,1.397840334698558,1.0172648750305175,0.68825,1.0093817334493,0.69125,1.3883691470623016,0.3344467845149338,0.7683901754021645
1,0.8943113029375672,1.096101728439331,0.6591,,,0.8631152172349393,0.4143376544341445,0.39805181921087207
2,0.7095406774282456,1.0953579780578613,0.6835,,,0.6509980128370225,0.4674173600152135,0.3186521285045892
3,0.597933923471719,1.1625965440750121,0.68885,1.1545755188624065,0.6923166666666667,0.5153211964219808,0.47283826836943627,0.28145687068626285
4,0.5395629483535885,1.180025150680542,0.68815,,,0.438926991738379,0.44740896109491585,0.2604324339013547
5,0.578653015948832,1.1535015605926513,0.69915,1.1410925379435222,0.6992166666666667,0.46010052708350124,0.4316531037315726,0.2527917254017666
6,0.5265376504398882,1.19080582447052,0.6985,,,0.39565792613569645,0.4032540140710771,0.2321369986034697
7,0.5333753320537508,1.2009428314208985,0.7009,1.194648754946391,0.70365,0.38634606228582563,0.3922385599017143,0.21817928880651016
8,0.5304943635948003,1.2470644773483277,0.6948,,,0.37237380880862475,0.3719265763424337,0.20563958833971993
9,0.5574823830798268,1.2665324632644652,0.6999,,,0.38350838993024083,0.3663536367490888,0.1984301210061385
10,0.5431982306577265,1.2499164224624635,0.70405,1.2437161572138469,0.7065166666666667,0.35811008103005587,0.3526079778485,0.19205483233905396
11,0.5599615445360542,1.1764449642181396,0.71215,1.171519996325175,0.7122666666666667,0.3627530048890039,0.34296576150506736,0.1938025379369501
12,0.5283823265582324,1.2588340860366822,0.70955,,,0.3290776135800406,0.3187938397116959,0.17441200176719576
13,0.542550886709243,1.282651148414612,0.7071,,,0.3290045997891575,0.3163522075749934,0.16592439373623347
14,0.5738267247378827,1.2814051431655884,0.70655,,,0.3505490561965853,0.30804004037752747,0.16964316292572768
15,0.5898875768072903,1.2758351753234862,0.7087,,,0.35649416636116804,0.30127501221559944,0.16465983021096325
16,0.5574378892630338,1.3849880794525147,0.7087,,,0.3214284007148817,0.2861038625631481,0.15314329499023735
17,0.5525958954058587,1.4071055988311767,0.70975,,,0.3055673091346398,0.2823612256105989,0.14475981408776714
18,0.5958215393275023,1.3557235303878785,0.7105,,,0.33677413647342475,0.27996783156320454,0.14873211118695326
19,0.5935811692439019,1.353857698059082,0.708,,,0.3271109657189809,0.2732705186381936,0.1436536900473584
